date,close,open,high,low,volume
2008-03-30,4734.5,4942.1499023,4947.0,4703.8500977,0.0
2008-03-31,4739.5498047,4735.6499023,4800.75,4628.75,0.0
2008-04-01,4754.2001953,4741.3999023,4916.75,4741.3999023,0.0
2008-04-02,4771.6000977,4753.8999023,4833.25,4738.2001953,0.0
2008-04-03,4647.0,4766.7001953,4791.7001953,4632.7001953,0.0
2008-04-06,4761.2001953,4631.3500977,4798.5498047,4628.7998047,0.0
2008-04-07,4709.6499023,4760.6499023,4769.5498047,4677.7998047,0.0
2008-04-08,4747.0498047,4707.0498047,4758.25,4667.5,0.0
2008-04-09,4733.0,4747.5498047,4799.5,4720.8999023,0.0
2008-04-10,4777.7998047,4734.3500977,4817.3999023,4727.25,0.0
2008-04-14,4879.6499023,4779.9501953,4917.1000977,4708.2998047,0.0
2008-04-15,4887.2998047,4881.6499023,4951.3999023,4874.0498047,0.0
2008-04-16,4958.3999023,4890.6000977,4984.9501953,4889.6499023,0.0
2008-04-20,5037.0,4955.8999023,5053.3999023,4955.8999023,0.0
2008-04-21,5049.2998047,5037.0498047,5074.25,4994.0498047,0.0
2008-04-22,5022.7998047,5044.3500977,5083.5,5003.5498047,0.0
2008-04-23,4999.8500977,5022.8999023,5072.7001953,4991.3500977,0.0
2008-04-24,5111.7001953,4999.1499023,5117.7001953,4999.1499023,0.0
2008-04-27,5089.6499023,5112.5,5147.4501953,5079.1499023,0.0
2008-04-28,5195.5,5092.3999023,5210.8999023,5082.1499023,0.0
2008-04-29,5165.8999023,5198.3500977,5230.75,5155.8500977,0.0
2008-05-01,5228.2001953,5265.2998047,5298.8500977,5197.6000977,0.0
2008-05-04,5192.25,5227.25,5254.5,5182.6000977,0.0
2008-05-05,5144.6499023,5192.3500977,5206.5,5110.8999023,0.0
2008-05-06,5135.5,5156.7001953,5159.0498047,5101.25,0.0
2008-05-07,5081.7001953,5135.7998047,5143.0498047,5062.4501953,0.0
2008-05-08,4982.6000977,5070.8500977,5087.6499023,4969.3999023,0.0
2008-05-11,5012.6499023,4981.0,5021.75,4913.7998047,0.0
2008-05-12,4957.7998047,5008.6000977,5066.0,4943.75,0.0
2008-05-13,5011.75,4958.4501953,5026.1000977,4932.0498047,0.0
2008-05-14,5115.25,5010.8999023,5118.5498047,4999.6000977,0.0
2008-05-15,5157.7001953,5115.6499023,5167.3999023,5106.3999023,0.0
2008-05-19,5104.9501953,5157.0,5160.0498047,5072.3999023,0.0
2008-05-20,5117.6499023,5105.7001953,5135.5498047,5048.7001953,0.0
2008-05-21,5025.4501953,5117.0,5118.8999023,5010.7001953,0.0
2008-05-22,4946.5498047,5026.5498047,5059.0498047,4940.7001953,0.0
2008-05-25,4875.0498047,4953.6000977,4953.6000977,4858.0,0.0
2008-05-26,4859.7998047,4877.1499023,4932.0,4846.2001953,0.0
2008-05-27,4918.3500977,4862.7001953,4926.8999023,4835.6499023,0.0
2008-05-28,4835.2998047,4926.2998047,4957.3999023,4801.8999023,0.0
2008-05-29,4870.1000977,4844.0498047,4908.8500977,4833.4501953,0.0
2008-06-01,4739.6000977,4869.25,4908.7998047,4713.0,0.0
2008-06-02,4715.8999023,4739.2998047,4739.2998047,4634.0,0.0
2008-06-03,4585.6000977,4718.7001953,4731.5,4564.5,0.0
2008-06-04,4676.9501953,4586.9501953,4690.6000977,4536.25,0.0
2008-06-05,4627.7998047,4680.5498047,4746.2998047,4614.25,0.0
2008-06-08,4500.9501953,4626.4501953,4626.4501953,4411.6000977,0.0
2008-06-09,4449.7998047,4522.0,4522.5498047,4369.7998047,0.0
2008-06-10,4523.6000977,4469.6499023,4541.0498047,4468.0498047,0.0
2008-06-11,4539.3500977,4524.3999023,4550.0,4392.0,0.0
2008-06-12,4517.1000977,4539.5,4563.3500977,4491.3500977,0.0
2008-06-15,4572.5,4536.2998047,4617.7001953,4536.2998047,0.0
2008-06-16,4653.0,4572.5,4664.0498047,4561.75,0.0
2008-06-17,4582.3999023,4652.7998047,4679.75,4569.8999023,0.0
2008-06-18,4504.25,4582.5498047,4585.7001953,4488.9501953,0.0
2008-06-19,4347.5498047,4504.2001953,4532.0,4333.6000977,0.0
2008-06-22,4266.3999023,4351.1499023,4351.1499023,4225.5,0.0
2008-06-23,4191.1000977,4271.0498047,4305.8999023,4156.1000977,0.0
2008-06-24,4252.6499023,4189.6000977,4264.5498047,4093.1999512,0.0
2008-06-25,4315.8500977,4252.6000977,4324.75,4230.0,0.0
2008-06-26,4136.6499023,4315.2998047,4315.2998047,4119.2001953,0.0
2008-06-29,4040.5500488,4136.25,4163.0,4021.6999512,0.0
2008-06-30,3896.75,4039.75,4075.3999023,3878.1999512,0.0
2008-07-01,4093.3500977,3895.3000488,4107.1499023,3848.25,0.0
2008-07-02,3925.75,4094.6000977,4097.3500977,3874.8500977,0.0
2008-07-03,4016.0,3926.6499023,4033.5,3896.3999023,0.0
2008-07-06,4030.0,4002.0,4114.5,4002.0,0.0
2008-07-07,3988.5500488,4028.6999512,4028.6999512,3896.0500488,0.0
2008-07-08,4157.1000977,3990.8999023,4169.3999023,3990.8999023,0.0
2008-07-09,4162.2001953,4155.6499023,4187.9501953,4110.3999023,0.0
2008-07-10,4049.0,4166.0,4215.5,4014.4499512,0.0
2008-07-13,4039.6999512,4047.4499512,4118.1000977,4004.25,0.0
2008-07-14,3861.1000977,4039.3000488,4040.6999512,3835.5,0.0
2008-07-15,3816.6999512,3861.5500488,3920.0500488,3790.1999512,0.0
2008-07-16,3947.1999512,3823.1499023,3968.75,3823.1499023,0.0
2008-07-17,4092.25,3962.9499512,4110.5498047,3926.3000488,0.0
2008-07-20,4159.5,4092.1999512,4168.1499023,4072.75,0.0
2008-07-21,4240.1000977,4158.4501953,4262.4501953,4137.9501953,0.0
2008-07-22,4476.7998047,4246.7001953,4491.5498047,4246.7001953,0.0
2008-07-23,4433.5498047,4476.2001953,4539.4501953,4385.8500977,0.0
2008-07-24,4311.8500977,4440.8500977,4440.8500977,4297.1499023,0.0
2008-07-27,4332.1000977,4282.25,4352.6499023,4282.25,0.0
2008-07-28,4189.8500977,4332.2001953,4332.2001953,4159.1499023,0.0
2008-07-29,4313.5498047,4191.2001953,4327.0,4191.2001953,0.0
2008-07-30,4332.9501953,4314.3500977,4342.0,4285.5498047,0.0
2008-07-31,4413.5498047,4331.6000977,4422.9501953,4235.7001953,0.0
2008-08-03,4395.3500977,4426.1000977,4436.1499023,4362.8999023,0.0
2008-08-04,4502.8500977,4395.7998047,4515.1499023,4376.0,0.0
2008-08-05,4517.5498047,4506.25,4615.8999023,4503.8999023,0.0
2008-08-06,4523.8500977,4515.25,4580.1499023,4493.7001953,0.0
2008-08-07,4529.5,4518.3500977,4546.3500977,4464.0,0.0
2008-08-10,4620.3999023,4529.3500977,4625.2001953,4529.3500977,0.0
2008-08-11,4552.25,4620.9501953,4649.8500977,4525.75,0.0
2008-08-12,4529.0498047,4548.0498047,4572.6499023,4497.25,0.0
2008-08-13,4430.7001953,4524.2001953,4529.7998047,4421.25,0.0
2008-08-17,4393.0498047,4430.7001953,4447.3999023,4379.8500977,0.0
2008-08-18,4368.25,4393.1000977,4393.7001953,4316.5498047,0.0
2008-08-19,4415.75,4365.4501953,4434.8999023,4365.4501953,0.0
2008-08-20,4283.8500977,4416.2001953,4418.5498047,4271.2998047,0.0
2008-08-21,4327.4501953,4283.8500977,4337.0,4248.0,0.0
2008-08-24,4335.3500977,4317.9501953,4398.7998047,4317.9501953,0.0
2008-08-25,4337.5,4335.2001953,4345.0498047,4283.2998047,0.0
2008-08-26,4292.1000977,4336.8500977,4364.25,4282.6499023,0.0
2008-08-27,4214.0,4290.75,4304.5,4201.8500977,0.0
2008-08-28,4360.0,4230.6000977,4368.7998047,4230.6000977,0.0
2008-08-31,4348.6499023,4356.1000977,4365.0,4281.3500977,0.0
2008-09-01,4504.0,4358.8500977,4522.3999023,4343.1000977,0.0
2008-09-03,4447.75,4512.9501953,4514.6000977,4419.4501953,0.0
2008-09-04,4352.2998047,4444.7001953,4444.7001953,4328.8999023,0.0
2008-09-07,4482.2998047,4358.2998047,4558.0,4358.2998047,0.0
2008-09-08,4468.7001953,4485.1499023,4497.5,4418.9501953,0.0
2008-09-09,4400.25,4467.5,4467.5,4382.3500977,0.0
2008-09-10,4290.2998047,4397.25,4399.2998047,4272.75,0.0
2008-09-11,4228.4501953,4291.6000977,4323.8999023,4200.1499023,0.0
2008-09-14,4072.8999023,4231.9501953,4237.25,3955.3999023,0.0
2008-09-15,4074.8999023,4072.5500488,4090.1000977,3919.3500977,0.0
2008-09-16,4008.25,4074.8000488,4116.7001953,3974.6000977,0.0
2008-09-17,4038.1499023,4005.25,4050.1000977,3799.5500488,0.0
2008-09-18,4245.25,4040.8000488,4262.6499023,4040.8000488,0.0
2008-09-21,4223.0498047,4248.9501953,4303.25,4202.3999023,0.0
2008-09-22,4126.8999023,4223.8999023,4224.7001953,4117.8999023,0.0
2008-09-23,4161.25,4125.75,4207.9501953,4115.8500977,0.0
2008-09-24,4110.5498047,4162.1499023,4172.6000977,4077.5,0.0
2008-09-25,3985.25,4108.75,4110.7001953,3970.3500977,0.0
2008-09-28,3850.0500488,3990.1999512,3997.5500488,3777.3000488,0.0
2008-09-29,3921.1999512,3848.6999512,3966.8500977,3715.0500488,0.0
2008-09-30,3950.75,3921.8500977,4000.5,3861.25,0.0
2008-10-02,3818.3000488,3953.5500488,3969.5500488,3804.8500977,0.0
2008-10-05,3602.3500977,3817.3000488,3820.8500977,3581.6000977,0.0
2008-10-06,3606.6000977,3606.9499512,3732.6499023,3537.0,0.0
2008-10-07,3513.6499023,3604.3999023,3604.3999023,3329.4499512,0.0
2008-10-09,3279.9499512,3502.0500488,3502.0500488,3198.9499512,0.0
2008-10-12,3490.6999512,3272.8999023,3510.1999512,3272.8999023,0.0
2008-10-13,3518.6499023,3494.1000977,3648.25,3491.5,0.0
2008-10-14,3338.3999023,3517.8999023,3518.5,3324.5500488,0.0
2008-10-15,3269.3000488,3333.8500977,3333.8500977,3099.8999023,0.0
2008-10-16,3074.3500977,3269.0500488,3335.9499512,3046.6000977,0.0
2008-10-19,3122.8000488,3108.1999512,3238.3999023,3058.9499512,0.0
2008-10-20,3234.8999023,3125.3999023,3254.8500977,3117.3500977,0.0
2008-10-21,3065.1499023,3234.6999512,3235.75,3051.8000488,0.0
2008-10-22,2943.1499023,3064.8000488,3085.1000977,2917.1499023,0.0
2008-10-23,2584.0,2936.25,2936.25,2525.0500488,0.0
2008-10-26,2524.1999512,2583.75,2585.3000488,2252.75,0.0
2008-10-28,2697.0500488,2685.3000488,2781.25,2631.8999023,0.0
2008-10-30,2885.6000977,2696.3000488,2921.3500977,2696.3000488,0.0
2008-11-02,3043.8500977,2885.3999023,3062.0500488,2885.3999023,0.0
2008-11-03,3142.1000977,3050.25,3152.3000488,2985.0,0.0
2008-11-04,2994.9499512,3155.75,3240.5500488,2971.0,0.0
2008-11-05,2892.6499023,2998.4499512,3007.8000488,2860.25,0.0
2008-11-06,2973.0,2893.25,3010.0,2860.1000977,0.0
2008-11-09,3148.25,2973.3000488,3161.25,2973.3000488,0.0
2008-11-10,2938.6499023,3147.1999512,3147.1999512,2919.4499512,0.0
2008-11-11,2848.4499512,2937.8999023,2975.1999512,2794.9499512,0.0
2008-11-13,2810.3500977,2848.0,2938.8000488,2778.8000488,0.0
2008-11-16,2799.5500488,2813.3999023,2835.6999512,2694.5,0.0
2008-11-17,2683.1499023,2802.4499512,2802.4499512,2664.3000488,0.0
2008-11-18,2635.0,2682.75,2772.3999023,2617.8999023,0.0
2008-11-19,2553.1499023,2634.1999512,2634.1999512,2502.8999023,0.0
2008-11-20,2693.4499512,2553.6000977,2718.6000977,2539.8000488,0.0
2008-11-23,2708.25,2690.8500977,2740.3500977,2633.8000488,0.0
2008-11-24,2654.0,2708.3000488,2790.6999512,2638.1999512,0.0
2008-11-25,2752.25,2652.4499512,2762.6000977,2643.3500977,0.0
2008-11-27,2755.1000977,2745.6999512,2779.0,2690.3000488,0.0
2008-11-30,2682.8999023,2755.1499023,2832.8500977,2669.5,0.0
2008-12-01,2657.8000488,2672.8999023,2672.8999023,2570.6999512,0.0
2008-12-02,2656.4499512,2657.5,2693.6499023,2611.9499512,0.0
2008-12-03,2788.0,2656.5,2793.8000488,2646.3500977,0.0
2008-12-04,2714.3999023,2786.6499023,2821.1499023,2701.3500977,0.0
2008-12-07,2784.0,2714.6999512,2861.5500488,2714.6999512,0.0
2008-12-09,2928.25,2785.6999512,2940.1499023,2785.6999512,0.0
2008-12-10,2920.1499023,2934.0500488,2945.3000488,2861.5500488,0.0
2008-12-11,2921.3500977,2915.3500977,2936.8000488,2812.5500488,0.0
2008-12-14,2981.1999512,2917.8999023,3012.1000977,2917.8999023,0.0
2008-12-15,3041.75,2983.6000977,3052.5500488,2963.3000488,0.0
2008-12-16,2954.3500977,3040.4499512,3076.1999512,2943.5,0.0
2008-12-17,3060.75,2955.3500977,3072.5500488,2922.6499023,0.0
2008-12-18,3077.5,3063.0,3106.8000488,3036.3000488,0.0
2008-12-21,3039.3000488,3077.25,3110.4499512,3027.8000488,0.0
2008-12-22,2968.6499023,3039.25,3040.0,2957.0500488,0.0
2008-12-23,2916.8500977,2967.3999023,2968.0,2900.4499512,0.0
2008-12-25,2857.25,2919.8500977,2960.9499512,2844.8000488,0.0
2008-12-28,2922.1999512,2857.1499023,2931.8000488,2812.8999023,0.0
2008-12-29,2979.5,2922.5500488,2999.1499023,2899.75,0.0
2008-12-30,2959.1499023,2979.8000488,3002.6499023,2937.3500977,0.0
2009-01-01,3046.75,3034.6000977,3079.8500977,3021.8000488,0.0
2009-01-04,3121.4499512,3058.75,3131.9499512,3056.4499512,0.0
2009-01-05,3112.8000488,3121.5,3141.8000488,3056.1000977,0.0
2009-01-06,2920.3999023,3112.8000488,3147.1999512,2888.1999512,0.0
2009-01-08,2873.0,2919.9499512,2929.8500977,2810.25,0.0
2009-01-11,2773.1000977,2868.8500977,2869.1999512,2748.5500488,0.0
2009-01-12,2744.9499512,2775.0,2802.6000977,2720.8000488,0.0
2009-01-13,2835.3000488,2748.3999023,2853.25,2748.3999023,0.0
2009-01-14,2736.6999512,2832.3000488,2832.3000488,2701.75,0.0
2009-01-15,2828.4499512,2737.0,2835.6499023,2724.1999512,0.0
2009-01-18,2846.1999512,2828.6999512,2868.1999512,2819.8999023,0.0
2009-01-19,2796.6000977,2842.8999023,2842.8999023,2758.0,0.0
2009-01-20,2706.1499023,2777.3999023,2787.3000488,2690.1999512,0.0
2009-01-21,2713.8000488,2714.6999512,2744.8500977,2681.3999023,0.0
2009-01-22,2678.5500488,2705.4499512,2765.5500488,2661.6499023,0.0
2009-01-26,2771.3500977,2686.0500488,2777.3000488,2685.25,0.0
2009-01-27,2849.5,2771.1000977,2855.3999023,2765.6000977,0.0
2009-01-28,2823.9499512,2849.3500977,2873.8500977,2795.3500977,0.0
2009-01-29,2874.8000488,2824.0500488,2881.0,2774.1000977,0.0
2009-02-01,2766.6499023,2872.3500977,2873.4499512,2760.6999512,0.0
2009-02-02,2783.8999023,2773.5,2831.6999512,2752.8999023,0.0
2009-02-03,2803.0500488,2780.6999512,2842.1999512,2780.6999512,0.0
2009-02-04,2780.0500488,2802.75,2816.8000488,2754.8500977,0.0
2009-02-05,2843.1000977,2779.3500977,2852.5,2778.6499023,0.0
2009-02-08,2919.8999023,2843.0500488,2926.75,2840.1499023,0.0
2009-02-09,2934.5,2919.6999512,2957.3999023,2891.75,0.0
2009-02-10,2925.6999512,2933.0,2937.5,2877.6000977,0.0
2009-02-11,2893.0500488,2927.3999023,2939.0,2886.5500488,0.0
2009-02-12,2948.3500977,2896.9499512,2969.75,2896.8500977,0.0
2009-02-15,2848.5,2948.25,2953.1999512,2839.1000977,0.0
2009-02-16,2770.5,2853.8500977,2854.6499023,2757.3000488,0.0
2009-02-17,2776.1499023,2755.1499023,2806.5,2736.6499023,0.0
2009-02-18,2789.3500977,2776.6999512,2802.1499023,2767.6000977,0.0
2009-02-19,2736.4499512,2789.3000488,2789.3000488,2709.3000488,0.0
2009-02-23,2733.8999023,2737.25,2746.1999512,2677.5500488,0.0
2009-02-24,2762.5,2733.4499512,2789.3500977,2733.4499512,0.0
2009-02-25,2785.6499023,2762.1999512,2797.8000488,2731.8999023,0.0
2009-02-26,2763.6499023,2785.6999512,2787.1999512,2708.4499512,0.0
2009-03-01,2674.6000977,2764.6000977,2764.6000977,2659.5500488,0.0
2009-03-02,2622.3999023,2672.1499023,2688.5,2611.5500488,0.0
2009-03-03,2645.1999512,2611.9499512,2655.6999512,2611.9499512,0.0
2009-03-04,2576.6999512,2645.8999023,2663.8999023,2564.1000977,0.0
2009-03-05,2620.1499023,2576.75,2628.1000977,2539.4499512,0.0
2009-03-08,2573.1499023,2620.1000977,2621.25,2555.6000977,0.0
2009-03-11,2617.4499512,2574.5,2646.1000977,2574.5,0.0
2009-03-12,2719.25,2616.6000977,2726.1499023,2616.6000977,0.0
2009-03-15,2777.25,2716.0500488,2781.9499512,2701.9499512,0.0
2009-03-16,2757.4499512,2776.3500977,2805.6000977,2738.6999512,0.0
2009-03-17,2794.6999512,2757.6499023,2836.0500488,2752.25,0.0
2009-03-18,2807.1499023,2797.0500488,2822.25,2771.3500977,0.0
2009-03-19,2807.0500488,2807.3500977,2816.1000977,2773.6499023,0.0
2009-03-22,2939.8999023,2807.25,2949.75,2807.25,0.0
2009-03-23,2938.6999512,2923.8000488,3017.3999023,2914.5,0.0
2009-03-24,2984.3500977,2938.8000488,2996.5,2923.3000488,0.0
2009-03-25,3082.25,2982.25,3103.3500977,2982.25,0.0
2009-03-26,3108.6499023,3079.3999023,3123.3500977,3055.8999023,0.0
2009-03-29,2978.1499023,3108.75,3110.1999512,2962.3999023,0.0
